rule,setting,match,n
R8b_secondary_material_difference,expanded,shell[elastane+polyester+wool]__pocket_lining[cotton],15
R8b_secondary_material_difference,expanded,shell[polyester]__pocket_lining[elastane],15
R8b_secondary_material_difference,expanded,body[cotton+elastane+elastomultiester]__pocket_lining[polyester],14
R8b_secondary_material_difference,expanded,coating[polyurethane]__pocket_lining[polyester],14
R8b_secondary_material_difference,expanded,shell[linen+viscose]__pocket_lining[cotton],14
R8b_secondary_material_difference,expanded,shell[polyester]__pocket_lining[cotton],14
R8b_secondary_material_difference,expanded,top_panel[cotton]__bottom_panel[polyester],14
R8b_secondary_material_difference,expanded,lining[cotton]__top_panel[polyester],13
R8b_secondary_material_difference,expanded,lining[polyester]__top_panel[viscose],13
R8b_secondary_material_difference,expanded,shell[elastane+polyester]__pocket_lining[cotton],13
R8b_secondary_material_difference,expanded,body[cotton+polyester+viscose]__pocket_lining[elastomultiester],12
R8b_secondary_material_difference,expanded,face[polyester]__back_panel[tpu],12
R8b_secondary_material_difference,expanded,shell[nylon]__pocket_fabric[polyester],12
R8b_secondary_material_difference,expanded,body[cotton+lyocell]__pocket_lining[polyester],11
R8b_secondary_material_difference,expanded,shell[elastane+polyester+viscose+wool]__pocket_lining[cotton],11
R8b_secondary_material_difference,expanded,shell[linen]__pocket_lining[cotton],11
R8b_secondary_material_difference,expanded,body[polyester+viscose]__pocket_lining[cotton],10
R8b_secondary_material_difference,expanded,shell[cotton+elastane]__mesh[nylon],10
R8b_secondary_material_difference,expanded,shell[polyester]__pocket_lining[nylon],10
R8b_secondary_material_difference,expanded,body[linen+nylon+viscose]__pocket_lining[polyester],9
R8b_secondary_material_difference,expanded,main[cotton+linen]__pocket_lining[polyester],9
R8b_secondary_material_difference,expanded,shell[cotton+viscose]__pocket_lining[polyester],9
R8b_secondary_material_difference,expanded,body[nylon]__mesh[polyester],8
R8b_secondary_material_difference,expanded,shell[cotton+elastane]__wing[nylon],8
R8b_secondary_material_difference,expanded,shell[linen+lyocell]__pocket_lining[polyester],8
R8b_secondary_material_difference,expanded,body[linen+polyester+viscose]__pocket_lining[cotton],7
R8b_secondary_material_difference,expanded,body[linen]__pocket_lining[polyester],7
R8b_secondary_material_difference,expanded,shell[polyester+wool]__pocket_lining[cotton],7
R8b_secondary_material_difference,expanded,top_panel[cotton+elastane]__bottom_panel[polyester],7
R8b_secondary_material_difference,expanded,body[cotton+viscose]__pocket_lining[polyester],6
R8b_secondary_material_difference,expanded,body[polyester]__pocket_lining[cotton],6
R8b_secondary_material_difference,expanded,shell[elastane+polyester+wool]__pocket_lining[viscose],6
R8b_secondary_material_difference,expanded,shell[elastane+polyester]__bottom_panel[nylon],6
R8b_secondary_material_difference,expanded,shell[polyester+unspecified_material+wool]__pocket_lining[cotton],6
R8b_secondary_material_difference,expanded,shell[sheep leather]__pocket_lining[polyester],6
R8b_secondary_material_difference,expanded,body[cotton+elastane+viscose]__pocket_lining[polyester],5
R8b_secondary_material_difference,expanded,lining[cotton]__bottom_panel[polyester],5
R8b_secondary_material_difference,expanded,main[elastane+polyester+viscose]__pocket_lining[cotton],5
R8b_secondary_material_difference,expanded,padding[reprocessed down+reprocessed feather]__front_panel[polyester],5
R8b_secondary_material_difference,expanded,shell[cotton]__mesh[polyester],5
R8b_secondary_material_difference,expanded,shell[lamb leather]__pocket_lining[viscose],5
R8b_secondary_material_difference,expanded,shell[nylon]__pocket_lining[cotton],5
R8b_secondary_material_difference,expanded,body[cotton+elastane+elastomultiester]__pocket_fabric[polyester],4
R8b_secondary_material_difference,expanded,body[cotton+linen]__pocket_fabric[polyester],4
R8b_secondary_material_difference,expanded,body[linen]__pocket_lining[cotton],4
R8b_secondary_material_difference,expanded,face[cotton+nylon]__back_panel[polyester],4
R8b_secondary_material_difference,expanded,face[elastomultiester]__back_panel[polyester],4
R8b_secondary_material_difference,expanded,face[nylon]__back_panel[polyester],4
R8b_secondary_material_difference,expanded,main[elastane+polyester+viscose+wool]__pocket_lining[cotton],4
R8b_secondary_material_difference,expanded,mesh[polyester]__back_panel[nylon],4
R8b_secondary_material_difference,expanded,padding[polyester]__knit_part[elastane],4
R8b_secondary_material_difference,expanded,shell[cotton+elastane]__mesh[polyester],4
R8b_secondary_material_difference,expanded,shell[cotton+nylon]__pocket_fabric[polyester],4
R8b_secondary_material_difference,expanded,shell[elastane+nylon]__front_panel[polyester],4
R8b_secondary_material_difference,expanded,shell[elastane+polyester+viscose]__front_panel[nylon],4
R8b_secondary_material_difference,expanded,shell[elastane+polyester]__pocket_lining[nylon],4
R8b_secondary_material_difference,expanded,shell[elastomultiester]__pocket_lining[polyester],4
R8b_secondary_material_difference,expanded,shell[lyocell+nylon]__pocket_lining[polyester],4
R8b_secondary_material_difference,expanded,shell[nylon+viscose]__back_panel[polyester],4
R8b_secondary_material_difference,expanded,shell[nylon+viscose]__pocket_lining[cotton],4
R8b_secondary_material_difference,expanded,shell[polyester]__mesh[elastane],4
R8b_secondary_material_difference,expanded,shell[polyester]__pocket_fabric[nylon],4
R8b_secondary_material_difference,expanded,storage_bag[nylon]__pocket_lining[polyester],4
R8b_secondary_material_difference,expanded,body[cotton+unspecified_material]__pocket_lining[polyester],3
R8b_secondary_material_difference,expanded,body[cotton+viscose]__mesh[polyester],3
R8b_secondary_material_difference,expanded,body[linen+lyocell]__pocket_lining[polyester],3
R8b_secondary_material_difference,expanded,body[linen]__pocket_fabric[polyester],3
R8b_secondary_material_difference,expanded,body[nylon+viscose]__pocket_fabric[polyester],3
R8b_secondary_material_difference,expanded,body[polyester]__chest_pocket_fabric[elastomultiester],3
R8b_secondary_material_difference,expanded,face[polyester]__knit_part[elastomultiester],3
R8b_secondary_material_difference,expanded,front_panel[elastane+polyester]__bottom_panel[nylon],3
R8b_secondary_material_difference,expanded,main[elastane+polyester]__pocket_lining[cotton],3
R8b_secondary_material_difference,expanded,main[linen]__pocket_lining[cotton],3
R8b_secondary_material_difference,expanded,main[linen]__pocket_lining[viscose],3
R8b_secondary_material_difference,expanded,shell[cotton+elastane]__pocket_fabric[polyester],3
R8b_secondary_material_difference,expanded,shell[cotton+linen+lyocell]__pocket_lining[polyester],3
R8b_secondary_material_difference,expanded,shell[cotton+polyester]__pocket_lining[nylon],3
R8b_secondary_material_difference,expanded,shell[cotton]__pocket_fabric[nylon],3
R8b_secondary_material_difference,expanded,shell[elastane+polyester+viscose]__pocket_lining[elastomultiester],3
R8b_secondary_material_difference,expanded,shell[lyocell+nylon]__pocket_lining[cotton],3
R8b_secondary_material_difference,expanded,shell[polyester]__bottom_panel[viscose],3
R8b_secondary_material_difference,expanded,shell[polyester]__chest_pocket_fabric[cotton],3
R8b_secondary_material_difference,expanded,shell[polyester]__front_panel[elastane],3
R8b_secondary_material_difference,expanded,shell[polyester]__mesh[nylon],3
R8b_secondary_material_difference,expanded,shell[viscose]__pocket_lining[polyester],3
R8b_secondary_material_difference,expanded,top_panel[polyester]__bottom_panel[cotton],3
R8b_secondary_material_difference,expanded,top_panel[polyester]__bottom_panel[elastane],3
R8b_secondary_material_difference,expanded,body[lyocell+nylon]__pocket_lining[polyester],2
R8b_secondary_material_difference,expanded,body[nylon]__pocket_fabric[polyester],2
R8b_secondary_material_difference,expanded,bottom_panel[nylon]__top_panel[cotton],2
R8b_secondary_material_difference,expanded,coating[polyurethane]__inside_panel[acrylic],2
R8b_secondary_material_difference,expanded,face[elastane+nylon]__back_panel[polyester],2
R8b_secondary_material_difference,expanded,front_panel[elastane+polyester]__side_panel[nylon],2
R8b_secondary_material_difference,expanded,knit_part[polyester]__woven_part[nylon],2
R8b_secondary_material_difference,expanded,knit_part[wool]__woven_part[cotton],2
R8b_secondary_material_difference,expanded,lining[cotton]__woven_part[nylon],2
R8b_secondary_material_difference,expanded,main[nylon+viscose]__pocket_lining[polyester],2
R8b_secondary_material_difference,expanded,main[nylon+wool]__pocket_lining[cotton],2
R8b_secondary_material_difference,expanded,main[polyester+viscose+wool]__pocket_lining[cotton],2
R8b_secondary_material_difference,expanded,outer_layer[polyester]__pocket_lining[nylon],2
R8b_secondary_material_difference,expanded,shell[cotton+elastane+modal]__pocket_lining[polyester],2
R8b_secondary_material_difference,expanded,shell[cotton+elastane]__wing[polyester],2
R8b_secondary_material_difference,expanded,shell[cotton+lyocell+nylon]__pocket_lining[polyester],2
R8b_secondary_material_difference,expanded,shell[cotton+nylon+viscose]__pocket_lining[polyester],2
R8b_secondary_material_difference,expanded,shell[cotton]__bottom_panel[polyester],2
R8b_secondary_material_difference,expanded,shell[cotton]__front_panel[nylon],2
R8b_secondary_material_difference,expanded,shell[cotton]__front_panel[polyester],2
R8b_secondary_material_difference,expanded,shell[elastane+nylon+viscose]__bottom_panel[cotton],2
R8b_secondary_material_difference,expanded,shell[elastane+nylon]__mesh[polyester],2
R8b_secondary_material_difference,expanded,shell[elastane+polyester]__top_panel[nylon],2
R8b_secondary_material_difference,expanded,shell[elastane+polyester]__wing[nylon],2
R8b_secondary_material_difference,expanded,shell[elastane+viscose]__mesh[nylon],2
R8b_secondary_material_difference,expanded,shell[lyocell]__pocket_lining[cotton],2
R8b_secondary_material_difference,expanded,shell[nylon+polyester]__pocket_lining[cotton],2
R8b_secondary_material_difference,expanded,shell[nylon]__front_panel[cotton],2
R8b_secondary_material_difference,expanded,shell[nylon]__side_panel[polyester],2
R8b_secondary_material_difference,expanded,shell[polyester+viscose+wool]__pocket_lining[cotton],2
R8b_secondary_material_difference,expanded,shell[polyester]__bottom_panel[nylon],2
R8b_secondary_material_difference,expanded,shell[polyester]__inside_panel[elastane],2
R8b_secondary_material_difference,expanded,shell[polyester]__knit_part[nylon],2
R8b_secondary_material_difference,expanded,shell[polyester]__top_panel[cotton],2
R8b_secondary_material_difference,expanded,shell[sheep leather]__pocket_lining[viscose],2
R8b_secondary_material_difference,expanded,shell[wool]__pocket_lining[cotton],2
R8b_secondary_material_difference,expanded,upper_part[elastane+polyester]__bottom_panel[nylon],2
R8b_secondary_material_difference,expanded,base_fabric[nylon+viscose]__mesh[elastane],1
R8b_secondary_material_difference,expanded,body[cotton+nylon]__mesh[polyester],1
R8b_secondary_material_difference,expanded,body[cotton]__pocket_fabric[polyester],1
R8b_secondary_material_difference,expanded,bottom_panel[cotton]__top_panel[polyester],1
R8b_secondary_material_difference,expanded,knit_part[elastane+nylon]__woven_part[polyester],1
R8b_secondary_material_difference,expanded,lining[elastane+polyester]__bottom_panel[cotton],1
R8b_secondary_material_difference,expanded,lining[polyester]__bottom_panel[nylon],1
R8b_secondary_material_difference,expanded,lining[polyester]__top_panel[elastane],1
R8b_secondary_material_difference,expanded,main[acetate]__bottom_panel[nylon],1
R8b_secondary_material_difference,expanded,main[cotton+elastane+viscose]__wing[polyester],1
R8b_secondary_material_difference,expanded,main[cotton+elastane]__pocket_lining[polyester],1
R8b_secondary_material_difference,expanded,main[cotton+lyocell]__pocket_lining[polyester],1
R8b_secondary_material_difference,expanded,main[cotton+viscose]__front_panel[polyester],1
R8b_secondary_material_difference,expanded,main[cotton]__back_panel[polyester],1
R8b_secondary_material_difference,expanded,main[cotton]__knit_part[polyester],1
R8b_secondary_material_difference,expanded,main[elastane+metallised_fibre+nylon]__front_panel[rubber],1
R8b_secondary_material_difference,expanded,main[elastane+nylon]__pocket_lining[polyester],1
R8b_secondary_material_difference,expanded,main[elastane+polyester+viscose]__top_panel[cotton],1
R8b_secondary_material_difference,expanded,main[linen+viscose]__pocket_lining[polyester],1
R8b_secondary_material_difference,expanded,main[polyester]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,main[wool]__bottom_panel[viscose],1
R8b_secondary_material_difference,expanded,main[wool]__front_panel[viscose],1
R8b_secondary_material_difference,expanded,padding[polyester]__front_panel[nylon],1
R8b_secondary_material_difference,expanded,padding[polystyrene foam]__bottom_panel[nylon],1
R8b_secondary_material_difference,expanded,shell[acrylic+nylon+wool]__bottom_panel[polyester],1
R8b_secondary_material_difference,expanded,shell[acrylic+polyester+viscose]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,shell[cotton+elastane+polyester]__front_panel[nylon],1
R8b_secondary_material_difference,expanded,shell[cotton+elastane+viscose]__wing[nylon],1
R8b_secondary_material_difference,expanded,shell[cotton+elastane]__bottom_panel[viscose],1
R8b_secondary_material_difference,expanded,shell[cotton+elastane]__pocket_lining[polyester resin],1
R8b_secondary_material_difference,expanded,shell[cotton+nylon]__bottom_panel[viscose],1
R8b_secondary_material_difference,expanded,shell[cotton+polyester]__bottom_panel[rubber],1
R8b_secondary_material_difference,expanded,shell[cotton+polyester]__front_panel[nylon],1
R8b_secondary_material_difference,expanded,shell[cotton]__back_panel[polyester],1
R8b_secondary_material_difference,expanded,shell[cotton]__mesh[nylon],1
R8b_secondary_material_difference,expanded,shell[cotton]__pocket_fabric[polyester],1
R8b_secondary_material_difference,expanded,shell[cotton]__pocket_lining[viscose],1
R8b_secondary_material_difference,expanded,shell[elastane+linen+viscose]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,shell[elastane+lyocell+polyester+silk+viscose]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,shell[elastane+nylon]__bottom_panel[polyester],1
R8b_secondary_material_difference,expanded,shell[elastane+nylon]__wing[polyester],1
R8b_secondary_material_difference,expanded,shell[elastane+polyester+viscose+wool]__pocket_fabric[cotton],1
R8b_secondary_material_difference,expanded,shell[elastane+polyester]__bottom_panel[cotton],1
R8b_secondary_material_difference,expanded,shell[elastane+polyester]__bottom_panel[viscose],1
R8b_secondary_material_difference,expanded,shell[elastane+viscose+wool]__pocket_lining[polyester],1
R8b_secondary_material_difference,expanded,shell[elastane+viscose]__bottom_panel[nylon],1
R8b_secondary_material_difference,expanded,shell[linen+lyocell+nylon+polyester]__back_panel[elastane],1
R8b_secondary_material_difference,expanded,shell[linen+lyocell+viscose]__pocket_lining[polyester],1
R8b_secondary_material_difference,expanded,shell[linen+lyocell]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,shell[linen+nylon+viscose]__pocket_lining[polyester],1
R8b_secondary_material_difference,expanded,shell[linen+polyester+viscose]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,shell[linen+viscose]__bottom_panel[polyester],1
R8b_secondary_material_difference,expanded,shell[linen+wool]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,shell[linen]__pocket_lining[lyocell],1
R8b_secondary_material_difference,expanded,shell[lyocell+polyester+unspecified_material+wool]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,shell[lyocell+silk+wool]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,shell[lyocell+viscose]__pocket_lining[polyester],1
R8b_secondary_material_difference,expanded,shell[lyocell+wool]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,shell[nylon+polyester+viscose]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,shell[nylon+polyester+wool]__pocket_lining[cotton],1
R8b_secondary_material_difference,expanded,shell[nylon+polyester]__back_panel[elastane],1
R8b_secondary_material_difference,expanded,shell[nylon]__bottom_panel[polyester],1
R8b_secondary_material_difference,expanded,shell[nylon]__front_panel[polyester],1
R8b_secondary_material_difference,expanded,shell[nylon]__inside_panel[polyester],1
R8b_secondary_material_difference,expanded,shell[nylon]__wing[elastane],1
R8b_secondary_material_difference,expanded,shell[polyester+polyurethane]__inside_panel[acrylic],1
R8b_secondary_material_difference,expanded,shell[polyester]__front_panel[nylon],1
R8b_secondary_material_difference,expanded,shell[polyester]__inside_panel[acrylic],1
R8b_secondary_material_difference,expanded,shell[polyester]__side_panel[elastane],1
R8b_secondary_material_difference,expanded,shell[wool]__bottom_panel[acrylic],1
R8b_secondary_material_difference,expanded,shell[wool]__pocket_lining[polyester],1
R8b_secondary_material_difference,expanded,top_panel[cotton+linen+lyocell+polyester]__bottom_panel[viscose],1
R8b_secondary_material_difference,expanded,upper_part[cotton]__bottom_panel[nylon],1
R8b_secondary_material_difference,expanded,upper_part[sheep leather]__bottom_panel[goat suede],1
R8b_secondary_material_difference,expanded,woven_part[nylon]__knit_part[cotton],1
